n1,n2,n3,n4,n5,n6,info_concurso
4,28,30,31,35,54,Concurso 1227 (30/10/2010)
10,31,40,50,55,56,Concurso 1226 (27/10/2010)
31,32,34,40,50,55,Concurso 1225 (23/10/2010)
19,21,27,41,53,57,Concurso 1224 (20/10/2010)
15,17,35,42,47,48,Concurso 1223 (16/10/2010)
5,8,19,26,48,57,Concurso 1222 (13/10/2010)
5,14,37,43,46,58,Concurso 1221 (09/10/2010)
5,15,43,48,52,55,Concurso 1220 (06/10/2010)
2,33,34,37,41,53,Concurso 1219 (02/10/2010)
10,23,29,31,33,46,Concurso 1218 (29/09/2010)
5,11,15,28,43,50,Concurso 1217 (25/09/2010)
4,7,13,25,27,58,Concurso 1216 (22/09/2010)
10,25,30,47,50,51,Concurso 1215 (18/09/2010)
5,29,30,36,41,48,Concurso 1214 (15/09/2010)
3,11,26,34,45,53,Concurso 1213 (11/09/2010)
2,23,33,35,40,50,Concurso 1212 (08/09/2010)
3,15,31,36,48,54,Concurso 1211 (04/09/2010)
3,7,9,10,31,34,Concurso 1210 (01/09/2010)
5,14,17,30,35,38,Concurso 1209 (28/08/2010)
1,12,20,26,45,54,Concurso 1208 (25/08/2010)
9,11,22,32,35,56,Concurso 1207 (21/08/2010)
2,6,11,36,37,48,Concurso 1206 (18/08/2010)
4,13,14,26,29,35,Concurso 1205 (14/08/2010)
5,10,25,39,43,52,Concurso 1204 (11/08/2010)
7,9,30,33,38,55,Concurso 1203 (07/08/2010)
8,9,11,48,53,60,Concurso 1202 (04/08/2010)
28,32,36,49,55,60,Concurso 1201 (31/07/2010)
3,10,11,39,54,56,Concurso 1200 (28/07/2010)
16,19,23,28,39,58,Concurso 1199 (24/07/2010)
22,29,36,41,48,58,Concurso 1198 (21/07/2010)
36,37,39,49,54,60,Concurso 1197 (17/07/2010)
3,6,19,20,58,60,Concurso 1196 (14/07/2010)
17,20,26,27,55,57,Concurso 1195 (10/07/2010)
6,13,24,41,50,53,Concurso 1194 (07/07/2010)
2,9,12,14,32,54,Concurso 1193 (03/07/2010)
17,20,49,52,57,59,Concurso 1192 (30/06/2010)
3,11,16,22,25,33,Concurso 1191 (26/06/2010)
10,11,19,37,53,56,Concurso 1190 (23/06/2010)
14,21,27,31,35,50,Concurso 1189 (19/06/2010)
9,20,44,52,59,60,Concurso 1188 (16/06/2010)
8,17,19,40,43,49,Concurso 1187 (12/06/2010)
7,8,12,13,15,41,Concurso 1186 (09/06/2010)
2,10,21,35,43,54,Concurso 1185 (05/06/2010)
4,9,23,27,28,30,Concurso 1184 (02/06/2010)
5,10,12,20,29,37,Concurso 1183 (29/05/2010)
2,4,29,52,56,60,Concurso 1182 (26/05/2010)
18,20,26,31,44,45,Concurso 1181 (22/05/2010)
12,30,34,44,57,60,Concurso 1180 (19/05/2010)
5,22,28,47,59,60,Concurso 1179 (15/05/2010)
1,22,30,45,50,53,Concurso 1178 (12/05/2010)
33,38,47,50,52,55,Concurso 1177 (08/05/2010)
11,14,21,30,33,49,Concurso 1176 (05/05/2010)
2,3,12,16,37,47,Concurso 1175 (30/04/2010)
6,7,39,47,51,52,Concurso 1174 (28/04/2010)
5,7,24,25,36,47,Concurso 1173 (24/04/2010)
6,12,28,43,52,56,Concurso 1172 (20/04/2010)
3,10,13,30,41,57,Concurso 1171 (17/04/2010)
11,13,27,34,46,49,Concurso 1170 (14/04/2010)
1,11,14,23,42,48,Concurso 1169 (10/04/2010)
4,5,20,47,53,56,Concurso 1168 (07/04/2010)
20,28,43,51,52,56,Concurso 1167 (03/04/2010)
22,28,30,31,35,54,Concurso 1166 (31/03/2010)
20,40,42,52,54,60,Concurso 1165 (27/03/2010)
6,14,17,26,40,49,Concurso 1164 (24/03/2010)
5,17,31,47,51,53,Concurso 1163 (20/03/2010)
18,22,25,30,31,41,Concurso 1162 (17/03/2010)
4,7,42,47,48,51,Concurso 1161 (13/03/2010)
1,3,5,18,40,48,Concurso 1160 (10/03/2010)
5,6,34,46,53,55,Concurso 1159 (06/03/2010)
23,30,31,54,55,60,Concurso 1158 (03/03/2010)
9,29,41,43,46,49,Concurso 1157 (27/02/2010)
9,24,31,44,48,49,Concurso 1156 (24/02/2010)
20,28,40,41,51,58,Concurso 1155 (20/02/2010)
4,12,14,21,26,28,Concurso 1154 (17/02/2010)
6,17,19,34,46,55,Concurso 1153 (13/02/2010)
14,20,29,36,44,47,Concurso 1152 (10/02/2010)
1,4,14,21,25,51,Concurso 1151 (06/02/2010)
15,17,28,31,35,52,Concurso 1150 (03/02/2010)
7,8,23,36,46,54,Concurso 1149 (30/01/2010)
27,28,29,32,48,55,Concurso 1148 (27/01/2010)
6,23,31,33,39,52,Concurso 1147 (23/01/2010)
6,10,28,33,34,53,Concurso 1146 (20/01/2010)
3,16,19,24,33,60,Concurso 1145 (16/01/2010)
1,10,18,19,44,49,Concurso 1144 (13/01/2010)
3,30,35,44,47,60,Concurso 1143 (09/01/2010)
3,15,26,28,31,58,Concurso 1142 (06/01/2010)
9,37,40,50,58,60,Concurso 1141 (02/01/2010)
10,27,40,46,49,58,Concurso 1140 (31/12/2009)
9,28,31,36,37,42,Concurso 1139 (26/12/2009)
2,4,15,18,25,36,Concurso 1138 (24/12/2009)
19,21,25,28,43,50,Concurso 1137 (22/12/2009)
7,31,32,34,37,43,Concurso 1136 (19/12/2009)
4,5,6,19,23,39,Concurso 1135 (16/12/2009)
9,22,29,36,51,56,Concurso 1134 (12/12/2009)
5,10,16,21,39,58,Concurso 1133 (09/12/2009)
12,27,30,33,52,55,Concurso 1132 (05/12/2009)
1,8,16,34,36,49,Concurso 1131 (02/12/2009)
5,18,23,32,49,54,Concurso 1130 (28/11/2009)
12,17,19,32,47,55,Concurso 1129 (25/11/2009)
8,16,24,39,52,60,Concurso 1128 (21/11/2009)
5,8,14,24,29,30,Concurso 1127 (18/11/2009)
4,31,42,52,57,59,Concurso 1126 (14/11/2009)
3,7,29,33,42,56,Concurso 1125 (11/11/2009)
7,11,16,18,33,49,Concurso 1124 (07/11/2009)
4,14,19,39,45,60,Concurso 1123 (04/11/2009)
26,44,46,49,55,56,Concurso 1122 (31/10/2009)
4,17,18,54,56,59,Concurso 1121 (28/10/2009)
7,35,40,44,50,55,Concurso 1120 (24/10/2009)
10,34,41,44,45,54,Concurso 1119 (21/10/2009)
8,20,21,43,44,55,Concurso 1118 (17/10/2009)
1,6,17,27,35,40,Concurso 1117 (14/10/2009)
4,9,13,17,20,47,Concurso 1116 (10/10/2009)
18,30,37,41,44,50,Concurso 1115 (07/10/2009)
3,15,16,22,25,54,Concurso 1114 (03/10/2009)
3,6,29,36,47,59,Concurso 1113 (30/09/2009)
4,32,34,43,52,58,Concurso 1112 (26/09/2009)
4,9,25,32,33,43,Concurso 1111 (23/09/2009)
6,14,26,28,42,45,Concurso 1110 (19/09/2009)
6,8,11,14,29,52,Concurso 1109 (16/09/2009)
7,9,39,43,44,60,Concurso 1108 (12/09/2009)
3,9,20,36,53,54,Concurso 1107 (09/09/2009)
4,15,43,47,50,60,Concurso 1106 (05/09/2009)
1,15,28,43,50,57,Concurso 1105 (02/09/2009)
2,3,6,35,49,58,Concurso 1104 (29/08/2009)
10,19,28,41,55,56,Concurso 1103 (26/08/2009)
9,11,23,35,46,51,Concurso 1102 (22/08/2009)
6,7,10,12,24,57,Concurso 1101 (19/08/2009)
7,17,18,33,41,42,Concurso 1100 (15/08/2009)
14,31,35,38,44,55,Concurso 1099 (12/08/2009)
11,20,21,30,50,52,Concurso 1098 (08/08/2009)
1,17,21,33,48,56,Concurso 1097 (05/08/2009)
3,13,14,16,41,52,Concurso 1096 (01/08/2009)
10,16,21,23,27,36,Concurso 1095 (29/07/2009)
9,10,21,36,41,48,Concurso 1094 (25/07/2009)
19,23,27,38,41,49,Concurso 1093 (22/07/2009)
1,9,30,33,34,40,Concurso 1092 (18/07/2009)
17,23,24,27,49,56,Concurso 1091 (15/07/2009)
9,20,24,36,40,42,Concurso 1090 (11/07/2009)
2,18,20,32,37,48,Concurso 1089 (08/07/2009)
6,24,31,35,42,57,Concurso 1088 (04/07/2009)
3,20,28,32,36,46,Concurso 1087 (01/07/2009)
2,4,6,10,23,45,Concurso 1086 (27/06/2009)
12,21,39,40,50,55,Concurso 1085 (24/06/2009)
5,20,29,33,40,59,Concurso 1084 (20/06/2009)
10,20,23,28,42,43,Concurso 1083 (17/06/2009)
4,17,38,40,50,55,Concurso 1082 (13/06/2009)
9,16,24,29,52,56,Concurso 1081 (10/06/2009)
11,18,20,34,41,56,Concurso 1080 (06/06/2009)
5,12,24,28,36,37,Concurso 1079 (03/06/2009)
3,6,34,41,43,45,Concurso 1078 (30/05/2009)
5,6,9,11,18,37,Concurso 1077 (27/05/2009)
4,10,19,32,33,42,Concurso 1076 (23/05/2009)
10,12,16,21,39,53,Concurso 1075 (20/05/2009)
3,10,23,29,47,50,Concurso 1074 (16/05/2009)
8,25,32,34,36,44,Concurso 1073 (13/05/2009)
9,18,19,43,47,54,Concurso 1072 (09/05/2009)
5,7,37,43,53,54,Concurso 1071 (06/05/2009)
5,8,16,23,41,53,Concurso 1070 (02/05/2009)
9,17,28,45,49,53,Concurso 1069 (29/04/2009)
25,27,44,47,48,57,Concurso 1068 (25/04/2009)
4,10,14,25,28,56,Concurso 1067 (22/04/2009)
6,10,25,32,43,49,Concurso 1066 (18/04/2009)
7,19,30,39,43,57,Concurso 1065 (15/04/2009)
4,16,19,28,29,49,Concurso 1064 (11/04/2009)
1,22,44,47,49,50,Concurso 1063 (08/04/2009)
2,8,23,33,37,55,Concurso 1062 (04/04/2009)
9,21,23,30,41,56,Concurso 1061 (01/04/2009)
1,3,16,18,41,42,Concurso 1060 (28/03/2009)
1,12,14,16,37,45,Concurso 1059 (25/03/2009)
18,20,24,45,51,57,Concurso 1058 (21/03/2009)
2,3,4,15,49,59,Concurso 1057 (18/03/2009)
6,8,38,50,53,59,Concurso 1056 (14/03/2009)
12,15,16,20,27,32,Concurso 1055 (11/03/2009)
13,14,18,27,41,60,Concurso 1054 (07/03/2009)
15,27,34,42,49,53,Concurso 1053 (04/03/2009)
8,11,15,16,52,57,Concurso 1052 (28/02/2009)
7,10,11,13,43,57,Concurso 1051 (25/02/2009)
14,24,26,33,45,60,Concurso 1050 (21/02/2009)
2,5,17,29,34,52,Concurso 1049 (18/02/2009)
3,16,21,28,38,57,Concurso 1048 (14/02/2009)
1,2,8,10,14,48,Concurso 1047 (11/02/2009)
28,40,42,54,55,57,Concurso 1046 (07/02/2009)
1,5,6,17,31,50,Concurso 1045 (04/02/2009)
10,11,13,35,39,58,Concurso 1044 (31/01/2009)
14,21,25,48,51,60,Concurso 1043 (28/01/2009)
13,18,25,30,46,51,Concurso 1042 (24/01/2009)
10,12,36,44,54,57,Concurso 1041 (21/01/2009)
1,6,28,39,44,55,Concurso 1040 (17/01/2009)
2,20,24,27,36,52,Concurso 1039 (14/01/2009)
6,7,28,35,43,51,Concurso 1038 (10/01/2009)
4,36,44,46,53,56,Concurso 1037 (07/01/2009)
10,27,36,39,41,52,Concurso 1036 (03/01/2009)
1,11,26,51,59,60,Concurso 1035 (31/12/2008)
1,3,18,20,42,49,Concurso 1034 (27/12/2008)
5,6,17,33,39,54,Concurso 1033 (24/12/2008)
15,16,26,29,43,57,Concurso 1032 (20/12/2008)
24,33,40,43,46,49,Concurso 1031 (17/12/2008)
1,8,23,37,54,57,Concurso 1030 (13/12/2008)
5,16,17,20,24,32,Concurso 1029 (10/12/2008)
20,26,34,51,52,54,Concurso 1028 (06/12/2008)
18,20,33,44,47,60,Concurso 1027 (03/12/2008)
6,10,17,33,51,53,Concurso 1026 (29/11/2008)
10,27,28,29,40,52,Concurso 1025 (26/11/2008)
18,22,28,29,39,53,Concurso 1024 (22/11/2008)
2,7,8,18,40,45,Concurso 1023 (19/11/2008)
5,21,31,39,40,56,Concurso 1022 (16/11/2008)
2,33,42,43,51,55,Concurso 1021 (12/11/2008)
1,2,19,32,39,52,Concurso 1020 (08/11/2008)
4,13,23,29,46,47,Concurso 1019 (05/11/2008)
9,24,44,51,55,58,Concurso 1018 (01/11/2008)
6,19,31,34,51,56,Concurso 1017 (29/10/2008)
5,9,11,20,25,60,Concurso 1016 (25/10/2008)
3,8,17,26,28,49,Concurso 1015 (22/10/2008)
8,9,25,41,57,60,Concurso 1014 (18/10/2008)
7,9,12,19,20,41,Concurso 1013 (15/10/2008)
14,19,40,47,55,58,Concurso 1012 (11/10/2008)
2,11,21,30,35,52,Concurso 1011 (08/10/2008)
2,3,13,37,46,54,Concurso 1010 (04/10/2008)
1,6,12,29,34,58,Concurso 1009 (01/10/2008)
7,13,15,34,42,48,Concurso 1008 (27/09/2008)
4,27,36,37,49,52,Concurso 1007 (24/09/2008)
2,4,17,33,48,55,Concurso 1006 (20/09/2008)
4,6,12,37,41,42,Concurso 1005 (17/09/2008)
29,40,43,44,45,47,Concurso 1004 (13/09/2008)
5,10,16,23,26,27,Concurso 1003 (10/09/2008)
3,7,25,31,40,58,Concurso 1002 (06/09/2008)
12,15,27,37,51,60,Concurso 1001 (03/09/2008)
29,38,39,49,53,58,Concurso 1000 (30/08/2008)
18,24,36,44,55,58,Concurso 999 (27/08/2008)
3,4,21,22,28,32,Concurso 998 (23/08/2008)
9,17,18,32,53,55,Concurso 997 (20/08/2008)
7,15,20,21,23,29,Concurso 996 (16/08/2008)
4,16,31,36,54,55,Concurso 995 (13/08/2008)
3,20,29,40,44,58,Concurso 994 (09/08/2008)
5,24,25,26,42,60,Concurso 993 (06/08/2008)
1,4,6,8,25,28,Concurso 992 (02/08/2008)
8,9,15,38,41,60,Concurso 991 (30/07/2008)
2,10,15,18,29,39,Concurso 990 (26/07/2008)
2,21,27,29,32,38,Concurso 989 (23/07/2008)
8,17,46,48,56,60,Concurso 988 (19/07/2008)
13,27,31,34,47,58,Concurso 987 (16/07/2008)
6,15,19,24,31,32,Concurso 986 (12/07/2008)
4,16,18,46,56,59,Concurso 985 (09/07/2008)
4,10,20,43,46,47,Concurso 984 (05/07/2008)
16,22,32,38,40,45,Concurso 983 (02/07/2008)
8,12,24,40,43,49,Concurso 982 (28/06/2008)
1,8,34,41,53,58,Concurso 981 (25/06/2008)
15,17,29,35,36,59,Concurso 980 (21/06/2008)
3,15,28,31,39,51,Concurso 979 (18/06/2008)
12,16,18,27,42,58,Concurso 978 (14/06/2008)
3,5,7,9,17,32,Concurso 977 (11/06/2008)
14,23,25,28,38,53,Concurso 976 (07/06/2008)
9,30,33,37,40,41,Concurso 975 (04/06/2008)
12,16,20,31,38,45,Concurso 974 (31/05/2008)
1,8,30,36,47,53,Concurso 973 (28/05/2008)
15,18,31,33,34,56,Concurso 972 (24/05/2008)
4,11,14,33,44,45,Concurso 971 (21/05/2008)
5,21,28,34,54,57,Concurso 970 (17/05/2008)
13,25,35,41,50,56,Concurso 969 (14/05/2008)
1,4,13,30,51,60,Concurso 968 (10/05/2008)
5,13,14,18,30,57,Concurso 967 (07/05/2008)
1,4,26,28,41,58,Concurso 966 (03/05/2008)
5,30,36,39,57,58,Concurso 965 (30/04/2008)
8,13,20,26,33,42,Concurso 964 (26/04/2008)
15,17,37,48,50,59,Concurso 963 (23/04/2008)
2,11,40,48,49,55,Concurso 962 (19/04/2008)
2,4,16,21,36,53,Concurso 961 (16/04/2008)
6,18,19,33,34,53,Concurso 960 (12/04/2008)
3,5,11,33,39,57,Concurso 959 (09/04/2008)
7,13,22,33,48,51,Concurso 958 (05/04/2008)
24,25,32,34,50,57,Concurso 957 (02/04/2008)
46,47,51,54,57,59,Concurso 956 (29/03/2008)
5,12,21,32,33,35,Concurso 955 (26/03/2008)
5,8,18,24,33,57,Concurso 954 (22/03/2008)
1,16,39,42,48,55,Concurso 953 (19/03/2008)
2,11,18,27,30,54,Concurso 952 (15/03/2008)
14,24,34,39,49,55,Concurso 951 (12/03/2008)
23,41,42,48,49,59,Concurso 950 (08/03/2008)
1,23,41,44,51,52,Concurso 949 (05/03/2008)
22,41,44,46,52,54,Concurso 948 (01/03/2008)
3,5,11,14,33,58,Concurso 947 (27/02/2008)
1,5,12,47,52,59,Concurso 946 (23/02/2008)
4,8,27,44,54,59,Concurso 945 (20/02/2008)
16,37,43,52,58,59,Concurso 944 (16/02/2008)
3,12,23,41,47,58,Concurso 943 (13/02/2008)
5,8,18,42,52,59,Concurso 942 (09/02/2008)
10,11,15,27,53,60,Concurso 941 (06/02/2008)
5,25,31,33,37,51,Concurso 940 (02/02/2008)
6,19,23,37,49,50,Concurso 939 (30/01/2008)
15,27,35,50,57,59,Concurso 938 (26/01/2008)
2,21,22,30,41,52,Concurso 937 (23/01/2008)
5,14,22,29,33,44,Concurso 936 (19/01/2008)
7,13,18,29,31,45,Concurso 935 (16/01/2008)
1,3,21,25,44,48,Concurso 934 (12/01/2008)
8,14,25,39,45,51,Concurso 933 (09/01/2008)
2,17,21,36,42,53,Concurso 932 (05/01/2008)
7,17,19,34,36,39,Concurso 931 (31/12/2007)
20,28,37,46,49,55,Concurso 930 (22/12/2007)
16,27,35,39,49,57,Concurso 929 (19/12/2007)
4,10,32,33,49,60,Concurso 928 (15/12/2007)
19,23,26,31,33,36,Concurso 927 (12/12/2007)
21,33,34,40,41,59,Concurso 926 (08/12/2007)
8,22,36,37,46,52,Concurso 925 (05/12/2007)
2,20,21,27,51,60,Concurso 924 (01/12/2007)
2,15,39,50,53,57,Concurso 923 (28/11/2007)
12,13,19,41,45,49,Concurso 922 (24/11/2007)
1,9,35,41,48,57,Concurso 921 (21/11/2007)
5,17,24,52,55,57,Concurso 920 (17/11/2007)
3,25,31,41,43,60,Concurso 919 (14/11/2007)
4,8,12,38,44,52,Concurso 918 (10/11/2007)
23,25,30,46,47,59,Concurso 917 (07/11/2007)
5,28,33,36,37,38,Concurso 916 (03/11/2007)
17,20,26,28,48,49,Concurso 915 (31/10/2007)
9,12,23,33,45,51,Concurso 914 (27/10/2007)
14,30,36,38,46,59,Concurso 913 (24/10/2007)
4,19,21,26,29,54,Concurso 912 (20/10/2007)
1,6,28,29,46,49,Concurso 911 (17/10/2007)
3,15,27,29,36,53,Concurso 910 (13/10/2007)
17,22,26,28,38,42,Concurso 909 (10/10/2007)
1,9,19,25,50,52,Concurso 908 (06/10/2007)
9,36,37,41,51,53,Concurso 907 (03/10/2007)
7,14,24,29,35,39,Concurso 906 (29/09/2007)
2,4,15,16,55,57,Concurso 905 (26/09/2007)
32,44,48,51,53,59,Concurso 904 (22/09/2007)
5,17,20,32,41,55,Concurso 903 (19/09/2007)
18,23,50,52,55,58,Concurso 902 (15/09/2007)
13,16,32,33,34,56,Concurso 901 (12/09/2007)
4,18,21,34,38,59,Concurso 900 (08/09/2007)
18,20,36,53,54,58,Concurso 899 (05/09/2007)
3,4,8,30,45,54,Concurso 898 (01/09/2007)
7,21,22,43,46,57,Concurso 897 (29/08/2007)
5,11,22,31,35,41,Concurso 896 (25/08/2007)
2,41,43,55,57,58,Concurso 895 (22/08/2007)
20,24,28,37,41,44,Concurso 894 (18/08/2007)
3,18,26,51,53,56,Concurso 893 (15/08/2007)
1,19,42,44,49,52,Concurso 892 (11/08/2007)
15,16,19,22,34,35,Concurso 891 (08/08/2007)
7,9,17,21,22,54,Concurso 890 (04/08/2007)
20,24,34,39,54,60,Concurso 889 (01/08/2007)
24,40,50,52,54,60,Concurso 888 (28/07/2007)
1,12,21,32,34,44,Concurso 887 (25/07/2007)
17,33,37,50,55,59,Concurso 886 (21/07/2007)
4,13,31,33,47,51,Concurso 885 (18/07/2007)
2,11,12,14,22,39,Concurso 884 (14/07/2007)
21,32,37,52,53,60,Concurso 883 (11/07/2007)
17,41,42,44,45,60,Concurso 882 (07/07/2007)
4,18,24,43,51,56,Concurso 881 (04/07/2007)
25,30,37,46,49,51,Concurso 880 (30/06/2007)
10,28,29,35,42,46,Concurso 879 (27/06/2007)
11,12,37,38,43,54,Concurso 878 (23/06/2007)
13,15,20,28,31,36,Concurso 877 (20/06/2007)
4,8,12,41,45,60,Concurso 876 (16/06/2007)
18,20,24,36,53,58,Concurso 875 (13/06/2007)
10,20,42,44,52,59,Concurso 874 (09/06/2007)
4,19,30,34,57,59,Concurso 873 (06/06/2007)
5,18,31,43,55,58,Concurso 872 (02/06/2007)
1,5,10,17,47,58,Concurso 871 (30/05/2007)
8,21,34,40,43,52,Concurso 870 (26/05/2007)
27,29,42,49,50,51,Concurso 869 (23/05/2007)
21,22,25,40,51,57,Concurso 868 (19/05/2007)
10,19,26,28,44,54,Concurso 867 (16/05/2007)
5,27,36,40,46,48,Concurso 866 (12/05/2007)
23,26,27,41,51,53,Concurso 865 (09/05/2007)
8,11,31,33,42,57,Concurso 864 (05/05/2007)
15,24,32,50,53,57,Concurso 863 (02/05/2007)
2,8,11,12,19,35,Concurso 862 (28/04/2007)
39,40,42,47,59,60,Concurso 861 (25/04/2007)
2,8,17,22,42,44,Concurso 860 (23/04/2007)
9,12,34,46,47,57,Concurso 859 (18/04/2007)
4,18,23,31,37,54,Concurso 858 (14/04/2007)
2,3,17,49,50,59,Concurso 857 (11/04/2007)
11,15,40,41,42,47,Concurso 856 (07/04/2007)
3,24,31,42,43,53,Concurso 855 (04/04/2007)
3,17,24,25,27,44,Concurso 854 (31/03/2007)
30,38,46,51,56,59,Concurso 853 (28/03/2007)
6,14,23,34,38,44,Concurso 852 (24/03/2007)
3,16,19,32,35,58,Concurso 851 (21/03/2007)
7,22,25,44,59,60,Concurso 850 (17/03/2007)
8,9,39,44,49,58,Concurso 849 (14/03/2007)
17,27,32,34,47,56,Concurso 848 (10/03/2007)
14,15,27,42,44,48,Concurso 847 (07/03/2007)
2,3,44,47,50,54,Concurso 846 (03/03/2007)
14,19,20,40,48,52,Concurso 845 (28/02/2007)
16,24,34,44,54,57,Concurso 844 (24/02/2007)
1,16,34,36,45,48,Concurso 843 (17/02/2007)
7,9,30,44,51,60,Concurso 842 (14/02/2007)
7,22,32,36,38,51,Concurso 841 (10/02/2007)
17,29,31,35,43,59,Concurso 840 (07/02/2007)
7,8,11,18,37,43,Concurso 839 (03/02/2007)
9,23,30,38,44,47,Concurso 838 (31/01/2007)
5,6,16,24,34,60,Concurso 837 (27/01/2007)
17,22,28,38,52,59,Concurso 836 (24/01/2007)
18,31,33,49,57,58,Concurso 835 (20/01/2007)
10,16,17,34,44,51,Concurso 834 (17/01/2007)
13,16,46,53,57,58,Concurso 833 (13/01/2007)
15,17,23,33,39,49,Concurso 832 (10/01/2007)
3,32,33,42,48,50,Concurso 831 (06/01/2007)
2,13,41,49,51,53,Concurso 830 (03/01/2007)
10,14,32,47,50,56,Concurso 829 (31/12/2006)
23,28,38,42,50,53,Concurso 828 (23/12/2006)
18,24,30,42,51,56,Concurso 827 (21/12/2006)
6,7,8,27,45,53,Concurso 826 (19/12/2006)
10,21,28,40,41,47,Concurso 825 (16/12/2006)
6,7,9,20,33,48,Concurso 824 (13/12/2006)
1,15,26,51,54,59,Concurso 823 (09/12/2006)
4,10,17,27,41,52,Concurso 822 (06/12/2006)
4,29,33,36,38,42,Concurso 821 (02/12/2006)
10,17,21,32,45,46,Concurso 820 (29/11/2006)
5,19,25,46,51,58,Concurso 819 (25/11/2006)
8,9,22,25,41,44,Concurso 818 (22/11/2006)
10,29,30,34,43,52,Concurso 817 (18/11/2006)
20,21,30,40,47,52,Concurso 816 (16/11/2006)
9,19,37,39,50,57,Concurso 815 (11/11/2006)
2,8,11,41,46,50,Concurso 814 (08/11/2006)
9,15,23,45,46,56,Concurso 813 (04/11/2006)
11,13,38,39,54,57,Concurso 812 (01/11/2006)
10,28,32,41,47,57,Concurso 811 (28/10/2006)
1,4,5,33,37,48,Concurso 810 (25/10/2006)
5,11,15,23,25,30,Concurso 809 (21/10/2006)
2,15,21,31,46,57,Concurso 808 (18/10/2006)
2,8,27,32,49,56,Concurso 807 (14/10/2006)
18,26,35,41,47,60,Concurso 806 (12/10/2006)
2,30,36,43,48,60,Concurso 805 (07/10/2006)
3,13,37,47,56,59,Concurso 804 (04/10/2006)
3,5,10,21,28,57,Concurso 803 (30/09/2006)
6,14,18,24,48,60,Concurso 802 (27/09/2006)
11,19,20,22,42,48,Concurso 801 (23/09/2006)
1,7,11,37,38,56,Concurso 800 (20/09/2006)
19,29,35,42,55,57,Concurso 799 (16/09/2006)
3,4,9,29,32,52,Concurso 798 (13/09/2006)
6,12,47,48,52,58,Concurso 797 (09/09/2006)
5,19,24,34,39,43,Concurso 796 (06/09/2006)
14,21,26,29,36,48,Concurso 795 (02/09/2006)
3,38,42,47,55,56,Concurso 794 (30/08/2006)
3,15,16,33,51,57,Concurso 793 (26/08/2006)
9,29,34,43,45,56,Concurso 792 (23/08/2006)
9,14,19,35,42,58,Concurso 791 (19/08/2006)
2,6,19,22,28,43,Concurso 790 (16/08/2006)
6,31,38,39,50,60,Concurso 789 (12/08/2006)
17,19,29,31,44,57,Concurso 788 (09/08/2006)
20,31,34,37,54,60,Concurso 787 (05/08/2006)
10,11,26,27,31,41,Concurso 786 (02/08/2006)
5,8,17,35,37,48,Concurso 785 (29/07/2006)
8,27,37,42,53,56,Concurso 784 (26/07/2006)
4,8,21,32,43,48,Concurso 783 (22/07/2006)
2,11,23,35,42,59,Concurso 782 (19/07/2006)
8,10,13,39,54,56,Concurso 781 (15/07/2006)
7,10,28,50,51,59,Concurso 780 (12/07/2006)
25,26,29,36,52,54,Concurso 779 (08/07/2006)
20,31,36,37,45,51,Concurso 778 (05/07/2006)
2,14,23,28,50,56,Concurso 777 (01/07/2006)
3,15,35,41,57,60,Concurso 776 (28/06/2006)
12,27,42,46,47,50,Concurso 775 (24/06/2006)
5,10,37,46,54,58,Concurso 774 (21/06/2006)
3,5,14,29,34,51,Concurso 773 (17/06/2006)
10,35,38,51,52,60,Concurso 772 (14/06/2006)
14,21,29,34,46,47,Concurso 771 (10/06/2006)
4,12,25,34,35,48,Concurso 770 (07/06/2006)
12,16,20,21,29,50,Concurso 769 (03/06/2006)
4,8,30,33,37,59,Concurso 768 (31/05/2006)
15,22,32,38,50,54,Concurso 767 (27/05/2006)
1,19,24,42,50,58,Concurso 766 (24/05/2006)
3,10,16,30,37,50,Concurso 765 (21/05/2006)
3,7,45,47,53,55,Concurso 764 (18/05/2006)
1,9,26,40,47,48,Concurso 763 (13/05/2006)
9,12,21,37,39,54,Concurso 762 (10/05/2006)
13,17,27,29,40,56,Concurso 761 (06/05/2006)
12,17,44,45,46,60,Concurso 760 (03/05/2006)
30,31,39,45,48,59,Concurso 759 (29/04/2006)
1,23,36,43,47,59,Concurso 758 (26/04/2006)
12,17,18,30,32,58,Concurso 757 (22/04/2006)
5,27,37,38,41,50,Concurso 756 (19/04/2006)
4,12,30,47,49,59,Concurso 755 (15/04/2006)
3,4,13,34,42,50,Concurso 754 (12/04/2006)
2,7,22,35,43,59,Concurso 753 (08/04/2006)
4,23,24,25,29,42,Concurso 752 (05/04/2006)
4,7,20,25,38,50,Concurso 751 (01/04/2006)
10,17,33,42,54,58,Concurso 750 (29/03/2006)
4,24,47,48,50,57,Concurso 749 (25/03/2006)
1,2,7,19,35,51,Concurso 748 (22/03/2006)
2,3,12,21,23,56,Concurso 747 (18/03/2006)
1,10,12,25,49,57,Concurso 746 (15/03/2006)
2,16,21,37,43,57,Concurso 745 (11/03/2006)
4,12,23,26,39,46,Concurso 744 (08/03/2006)
20,23,25,32,54,60,Concurso 743 (04/03/2006)
2,7,17,34,41,50,Concurso 742 (01/03/2006)
24,26,27,36,39,59,Concurso 741 (25/02/2006)
12,16,28,29,47,50,Concurso 740 (22/02/2006)
6,10,35,45,49,56,Concurso 739 (18/02/2006)
14,15,26,30,42,54,Concurso 738 (15/02/2006)
11,12,24,32,33,38,Concurso 737 (11/02/2006)
